language,category_size,n,tipo_instancia,algoritmo,replica_id,tiempo_ejecucion,memoria_max_mb,costo_minimo,status
Python,XS,4,estructurada,rec_con_memo,30,82651.0,0.00030517578125,6.0,ok
Python,XS,4,estructurada,prog_dinamica,30,64852.0,0.00020599365234375,6.0,ok
Python,XS,4,estructurada,fuerza_bruta_rec,31,55192.0,0.000213623046875,6.0,ok
Python,XS,4,estructurada,rec_con_memo,31,23477.0,0.00030517578125,6.0,ok
Python,XS,4,estructurada,prog_dinamica,31,25673.0,0.00020599365234375,6.0,ok
Python,XS,4,estructurada,fuerza_bruta_rec,32,48981.0,0.000213623046875,8.0,ok
Python,XS,4,estructurada,rec_con_memo,32,38709.0,0.00030517578125,8.0,ok
Python,XS,4,estructurada,prog_dinamica,32,41057.0,0.00020599365234375,8.0,ok
Python,XS,4,estructurada,fuerza_bruta_rec,33,31187.0,0.000213623046875,1.0,ok
Python,XS,4,estructurada,rec_con_memo,33,37563.0,0.00030517578125,1.0,ok
Python,XS,4,estructurada,prog_dinamica,33,41554.0,0.00020599365234375,1.0,ok
Python,XS,4,estructurada,fuerza_bruta_rec,34,36145.0,0.000213623046875,5.0,ok
Python,XS,4,estructurada,rec_con_memo,34,46431.0,0.00030517578125,5.0,ok
Python,XS,4,estructurada,prog_dinamica,34,31202.0,0.00020599365234375,5.0,ok
Python,XS,4,estructurada,fuerza_bruta_rec,35,36893.0,0.000213623046875,5.0,ok
Python,XS,4,estructurada,rec_con_memo,35,37032.0,0.00030517578125,5.0,ok
Python,XS,4,estructurada,prog_dinamica,35,42473.0,0.00020599365234375,5.0,ok
Python,XS,4,estructurada,fuerza_bruta_rec,36,28336.0,0.000213623046875,9.0,ok
Python,XS,4,estructurada,rec_con_memo,36,45492.0,0.00030517578125,9.0,ok
Python,XS,4,estructurada,prog_dinamica,36,32345.0,0.00020599365234375,9.0,ok
Python,XS,4,estructurada,fuerza_bruta_rec,37,35890.0,0.000213623046875,2.0,ok
Python,XS,4,estructurada,rec_con_memo,37,69248.0,0.00030517578125,2.0,ok
Python,XS,4,estructurada,prog_dinamica,37,32114.0,0.00020599365234375,2.0,ok
Python,XS,4,estructurada,fuerza_bruta_rec,38,35757.0,0.000213623046875,8.0,ok
Python,XS,4,estructurada,rec_con_memo,38,40169.0,0.00030517578125,8.0,ok
Python,XS,4,estructurada,prog_dinamica,38,37637.0,0.00020599365234375,8.0,ok
Python,XS,4,estructurada,fuerza_bruta_rec,39,26795.0,0.000213623046875,1.0,ok
Python,XS,4,estructurada,rec_con_memo,39,45013.0,0.00030517578125,1.0,ok
Python,XS,4,estructurada,prog_dinamica,39,31978.0,0.00020599365234375,1.0,ok
Python,XS,4,estructurada,fuerza_bruta_rec,40,34501.0,0.000213623046875,10.0,ok
Python,XS,4,estructurada,rec_con_memo,40,44507.0,0.00030517578125,10.0,ok
Python,XS,4,estructurada,prog_dinamica,40,30214.0,0.00020599365234375,10.0,ok
Python,XS,4,estructurada,fuerza_bruta_rec,41,36624.0,0.000213623046875,6.0,ok
Python,XS,4,estructurada,rec_con_memo,41,35451.0,0.00030517578125,6.0,ok
Python,XS,4,estructurada,prog_dinamica,41,53480.0,0.00020599365234375,6.0,ok
Python,XS,4,estructurada,fuerza_bruta_rec,42,32690.0,0.000213623046875,6.0,ok
Python,XS,4,estructurada,rec_con_memo,42,28035.0,0.00035858154296875,6.0,ok
Python,XS,4,estructurada,prog_dinamica,42,26220.0,0.00020599365234375,6.0,ok
Python,XS,4,estructurada,fuerza_bruta_rec,43,21132.0,0.000213623046875,2.0,ok
Python,XS,4,estructurada,rec_con_memo,43,21576.0,0.00030517578125,2.0,ok
Python,XS,4,estructurada,prog_dinamica,43,23238.0,0.00020599365234375,2.0,ok
Python,XS,4,estructurada,fuerza_bruta_rec,44,29256.0,0.000213623046875,2.0,ok
Python,XS,4,estructurada,rec_con_memo,44,24523.0,0.00030517578125,2.0,ok
Python,XS,4,estructurada,prog_dinamica,44,27201.0,0.00020599365234375,2.0,ok
Python,XS,4,estructurada,fuerza_bruta_rec,45,21854.0,0.000213623046875,3.0,ok
Python,XS,4,estructurada,rec_con_memo,45,48692.0,0.00030517578125,3.0,ok
Python,XS,4,estructurada,prog_dinamica,45,43263.0,0.00020599365234375,3.0,ok
Python,XS,4,estructurada,fuerza_bruta_rec,46,28724.0,0.000213623046875,3.0,ok
Python,XS,4,estructurada,rec_con_memo,46,47890.0,0.00030517578125,3.0,ok
Python,XS,4,estructurada,prog_dinamica,46,28889.0,0.00020599365234375,3.0,ok
Python,XS,4,estructurada,fuerza_bruta_rec,47,33363.0,0.000213623046875,1.0,ok
